date,state,w(i-1),w(i-2),w(i-3),w(i-4),w(i-5),w(i-6),w(i-7),w(i-8),w(i-9),w(i-10),w(i-11),w(i-12),w(i-13),w(i-14),w(i-15),w(i-16),w(i-17),w(i-18),w(i-19),w(i-20),w(i-21),w(i-22),w(i-23),w(i-24),w(i-25),w(i-26),w(i-27),w(i-28),w(i-29),w(i-30),w(i-31),w(i-32),w(i-33),w(i-34),w(i-35),w(i-36),w(i-37),w(i-38),w(i-39),w(i-40),w(i-41),w(i-42),w(i-43),w(i-44),w(i-45),w(i-46),w(i-47),w(i-48),w(i-49),w(i-50),w(i-51),w(i-52),w(i-53),w(i-54),w(i-55),w(i-56),w(i-57),w(i-58),w(i-59),w(i-60),w(i-61),w(i-62),w(i-63),w(i-64),w(i-65),w(i-66),w(i-67),w(i-68),w(i-69),w(i-70),w(i-71),w(i-72),w(i-73),w(i-74),w(i-75),w(i-76),w(i-77),w(i-78),w(i-79),w(i-80),w(i-81),w(i-82),w(i-83),w(i-84),w(i-85),w(i-86),w(i-87),w(i-88),w(i-89),w(i-90),w(i-91),w(i-92),w(i-93),w(i-94),w(i-95),w(i-96),w(i-97),w(i-98),w(i-99),w(i-100),w(i-101),w(i-102),w(i-103),w(i-104),w(i-105),w(i-106),w(i-107),w(i-108),w(i-109),w(i-110),w(i-111),w(i-112),w(i-113),w(i-114),w(i-115),w(i-116),w(i-117),w(i-118),w(i-119),w(i-120),w(i-121),w(i-122),w(i-123),w(i-124),w(i-125),w(i-126),w(i-127),w(i-128),w(i-129),w(i-130),w(i-131),w(i-132),w(i-133),w(i-134),w(i-135),w(i-136),w(i-137),w(i-138),w(i-139),w(i-140),w(i-141),w(i-142),w(i-143),w(i-144),w(i-145),w(i-146),w(i-147),w(i-148),w(i-149),w(i-150)
1253,1,7,7,6,7,7,8,8,6,0,5,5,1,8,8,1,2,1,8,9,8,6,3,1,7,7,0,3,4,5,3,0,1,9,3,7,4,1,7,4,9,4,4,3,3,3,4,5,3,1,4,1,4,4,3,1,2,6,4,5,8,3,6,5,3,0,2,3,6,3,3,9,8,8,5,5,0,6,3,5,8,4,7,4,2,6,6,6,2,0,5,1,6,3,9,6,1,3,4,9,2,3,6,4,1,8,2,4,6,5,9,3,5,1,7,1,3,5,3,8,0,5,2,3,1,0,0,9,6,0,1,4,8,3,2,7,5,1,1,6,5,6,3,5,1,4,3,2,2,1,0
1254,5,0,3,3,5,9,6,8,8,1,6,4,9,0,8,8,0,5,0,8,7,8,5,1,0,9,9,6,2,9,1,2,6,0,7,2,3,9,0,6,9,7,9,3,2,2,7,9,4,6,0,9,0,9,9,2,0,1,5,3,4,8,2,5,4,2,6,1,2,3,2,1,7,8,8,4,9,6,5,7,4,8,9,9,9,1,1,5,2,1,6,7,0,5,2,4,5,0,1,7,7,1,2,5,3,0,8,4,8,1,4,7,2,4,0,8,0,2,4,2,8,6,2,1,2,0,3,6,7,5,6,0,4,3,2,4,3,4,0,0,5,4,5,2,4,0,3,2,1,1,0
1255,9,5,3,2,2,5,9,2,9,10,3,6,4,9,3,6,3,0,0,3,3,8,3,5,0,3,2,2,9,1,9,0,1,10,3,8,1,2,9,6,3,9,2,9,2,1,1,0,9,4,10,6,9,6,9,9,1,6,0,5,2,4,3,1,5,4,1,7,0,1,10,1,0,8,8,6,4,9,7,5,0,4,6,9,9,9,0,5,5,10,0,7,8,6,5,1,4,5,3,0,8,0,0,1,5,2,3,6,0,10,9,4,8,1,4,6,2,6,1,4,1,6,7,4,0,1,3,7,1,4,5,6,6,4,2,1,4,2,4,6,3,5,4,5,1,4,3,2,1,0,0
1256,9,0,4,2,7,0,5,10,0,10,8,5,7,6,10,2,8,8,2,4,2,8,9,8,5,1,2,0,0,10,1,0,6,1,7,2,7,1,0,10,2,2,10,9,10,0,1,1,1,10,9,6,2,3,2,10,10,1,2,5,5,4,6,8,1,3,3,1,7,0,1,5,1,1,9,8,8,5,10,7,5,1,9,8,10,10,10,4,5,5,9,7,7,5,2,5,1,9,5,2,1,5,4,4,1,3,0,2,8,4,8,5,5,1,1,3,2,0,2,1,6,1,8,7,1,0,6,2,7,7,9,3,7,2,9,8,1,6,7,6,3,2,5,4,3,1,3,2,0,1,0
1257,7,3,1,4,2,1,1,9,11,1,11,8,9,7,3,11,2,8,2,2,4,2,2,2,8,9,7,2,1,1,11,0,11,3,0,0,2,7,0,1,11,2,2,11,1,11,1,0,0,7,11,3,7,2,11,2,11,11,0,2,9,4,4,3,2,0,11,3,0,7,1,0,9,0,7,10,6,8,3,11,7,4,7,3,8,11,11,11,9,9,9,0,7,10,3,2,4,0,3,4,2,9,9,4,9,0,0,1,2,8,4,8,9,3,10,0,1,2,1,2,0,3,0,6,7,0,7,0,2,7,0,9,9,7,2,3,8,0,7,7,3,6,2,4,5,4,0,3,2,1,0
1258,6,9,2,0,4,1,0,0,4,10,8,10,8,10,6,2,10,1,8,8,1,7,1,8,1,8,4,6,1,0,0,10,3,10,2,3,5,1,6,3,0,10,1,9,10,0,10,0,3,3,6,10,2,9,1,10,1,10,10,3,1,7,4,4,2,8,3,4,2,3,4,7,3,5,3,6,0,8,8,2,10,6,4,6,2,9,10,10,10,7,4,4,9,6,8,2,1,4,3,2,4,1,7,7,6,7,3,4,0,1,9,7,9,10,2,3,3,0,1,9,1,3,2,3,8,6,2,7,3,1,6,3,5,4,5,1,2,6,3,6,6,2,1,1,4,5,4,3,2,1,0
1259,3,5,8,1,9,3,0,9,9,3,10,9,10,8,10,6,1,10,0,8,8,0,5,0,8,7,8,3,5,0,9,9,10,2,10,1,2,6,0,6,2,9,10,0,8,10,9,10,7,2,2,5,10,1,8,0,10,0,10,10,2,0,5,3,3,1,8,2,3,1,2,6,5,2,3,2,5,7,8,8,1,10,6,3,5,1,7,10,10,10,5,3,3,3,5,6,1,0,3,2,7,3,0,5,8,7,5,2,3,9,0,8,5,7,10,1,7,2,7,0,9,0,2,1,2,8,6,1,5,2,0,6,2,7,3,6,0,1,5,2,5,5,1,0,0,3,4,3,2,1,0
1260,4,2,7,5,0,6,2,4,6,6,2,9,8,9,5,9,3,5,9,4,8,8,4,2,4,8,0,8,2,7,4,6,6,9,1,9,7,1,3,4,7,1,6,9,4,5,9,0,9,6,1,1,7,9,0,5,4,9,4,9,9,1,4,7,2,2,3,8,1,2,0,1,3,7,1,3,1,7,0,8,8,7,9,3,2,7,0,5,9,9,9,7,7,2,5,7,3,7,4,2,1,0,2,4,7,7,2,7,1,2,6,4,5,2,5,9,2,0,1,6,4,5,4,1,3,1,8,3,3,7,1,4,3,1,0,2,3,4,0,6,1,5,6,5,4,4,2,3,2,1,0
1261,10,3,1,5,9,4,7,1,3,10,7,1,10,6,6,6,6,5,4,10,3,6,6,3,1,3,6,3,6,1,8,3,10,10,10,0,10,8,0,2,3,5,0,7,10,3,9,10,10,10,7,0,0,5,10,4,9,3,7,3,10,10,0,3,8,1,1,4,6,0,1,4,0,5,8,0,2,0,8,7,6,6,4,10,5,1,8,4,9,10,10,10,8,8,1,9,8,6,8,3,1,0,4,1,3,8,8,1,8,0,1,7,3,9,4,9,10,4,7,0,7,3,9,3,0,4,0,6,5,4,8,0,3,5,0,7,7,2,3,4,6,0,4,5,4,3,3,1,2,1,0
1262,9,11,5,2,6,8,4,9,0,3,9,9,2,11,8,0,8,2,5,5,11,3,5,3,4,6,4,3,4,3,2,2,3,9,9,11,3,11,5,8,8,3,6,7,9,11,4,8,11,4,11,9,7,7,6,11,4,8,4,11,4,11,11,7,3,2,0,0,5,3,7,0,4,7,0,6,7,8,7,6,4,6,5,2,11,6,0,6,4,5,11,11,11,7,2,2,8,6,1,2,4,0,7,4,0,3,7,2,0,10,7,0,9,3,5,0,8,2,0,7,7,9,5,8,4,8,5,8,6,6,8,6,7,3,6,7,2,2,8,4,4,6,7,6,6,5,4,3,2,1,0
1263,7,5,7,2,1,4,8,9,3,1,2,7,7,1,7,8,8,8,7,4,3,3,2,8,8,2,5,2,8,9,8,1,6,2,7,7,3,6,7,3,6,0,2,4,6,7,7,2,8,7,7,7,7,6,6,4,7,5,8,2,1,2,7,7,6,2,0,1,1,3,8,6,1,5,6,8,3,6,0,6,6,9,8,8,3,3,4,1,4,5,8,7,7,7,6,1,1,1,4,5,6,2,1,6,5,1,2,6,9,4,5,6,1,7,2,8,5,8,7,5,9,6,3,2,8,2,6,3,6,3,3,6,5,3,2,4,6,5,1,0,2,5,7,6,5,4,3,2,2,1,0
1264,8,1,9,10,8,0,6,8,2,3,0,1,3,3,0,10,7,7,7,7,6,8,10,1,7,7,4,4,2,7,2,7,0,6,1,10,10,6,1,10,6,5,6,1,6,5,3,10,2,8,10,2,10,3,5,5,4,10,2,8,2,10,2,10,10,5,1,4,0,3,6,7,5,0,9,5,2,4,5,0,5,4,2,7,7,6,10,6,0,4,9,8,10,10,10,4,0,0,0,4,9,5,2,0,5,9,0,1,4,5,4,4,5,0,3,1,8,4,8,0,9,5,5,3,1,8,2,5,6,5,7,6,6,4,5,1,6,5,4,0,6,2,2,3,5,4,3,3,2,1,0
1265,6,1,4,4,9,0,9,5,8,1,10,2,0,4,4,9,10,7,7,7,9,5,1,10,0,7,7,6,6,0,7,0,7,9,9,0,4,4,10,3,10,1,8,5,0,9,6,4,10,0,8,10,4,10,4,3,6,6,10,1,8,0,10,0,10,10,3,0,9,2,2,1,7,3,10,1,3,5,6,3,2,3,3,4,7,7,1,10,5,2,6,1,8,10,10,10,6,9,9,8,5,7,9,0,6,3,1,2,0,3,9,6,6,3,2,4,0,8,1,8,9,1,6,3,6,0,8,0,3,1,3,7,5,1,6,3,0,5,3,6,2,5,0,1,4,3,1,2,1,0,0
1266,0,8,1,11,6,11,0,2,9,10,1,6,6,7,4,4,2,11,4,7,10,7,5,1,11,0,0,7,8,8,7,7,9,7,2,3,7,4,4,5,3,11,1,10,10,7,9,3,6,11,0,10,11,4,11,11,3,3,9,11,1,10,0,6,0,11,11,3,0,8,2,2,1,7,3,6,1,3,5,8,3,10,3,3,9,0,7,1,11,5,2,9,1,0,11,11,11,8,2,2,10,9,5,3,0,2,3,1,2,7,8,2,9,8,3,6,4,5,0,8,10,2,1,9,3,6,0,4,0,3,1,3,0,5,3,8,3,7,5,5,6,6,5,0,1,4,3,1,2,1,0
1267,0,3,7,0,8,0,5,3,5,1,2,3,3,2,2,3,3,5,8,6,6,6,5,4,0,0,2,6,6,7,7,3,6,3,6,5,1,5,3,3,4,2,8,0,8,1,2,1,7,0,8,2,6,8,3,8,8,2,7,1,8,0,6,3,8,8,8,8,1,2,5,9,9,0,6,2,5,0,2,4,1,1,5,1,1,3,6,6,0,0,1,5,1,0,2,8,0,8,7,5,5,2,1,4,1,3,5,2,0,5,2,1,5,1,7,2,5,3,2,6,9,8,5,0,7,2,0,3,7,3,1,0,1,6,4,1,1,2,5,1,4,0,0,4,3,3,1,2,0,1,0
1268,1,2,3,7,2,9,5,9,3,8,0,4,2,5,8,3,9,9,8,9,4,6,6,8,3,2,2,3,6,6,3,0,3,6,3,6,8,0,3,9,9,2,1,9,2,4,4,3,0,7,5,4,3,4,9,9,9,9,1,7,0,1,2,4,3,5,3,9,9,1,3,7,8,0,2,6,1,8,1,1,4,0,1,4,1,0,9,6,6,2,2,4,8,0,1,1,9,9,9,7,8,8,1,0,4,7,3,8,1,5,8,3,0,7,0,7,7,8,9,3,6,0,7,8,8,7,1,5,3,7,3,1,2,4,6,4,1,0,2,3,0,1,5,5,4,3,2,0,1,0,0
1269,1,6,0,4,7,0,3,0,8,4,8,5,6,0,0,7,4,3,3,8,3,2,2,6,8,5,0,0,4,2,2,4,7,4,2,4,2,8,1,4,3,3,0,1,3,0,6,6,4,1,1,0,3,4,6,3,3,3,3,1,1,1,3,0,6,4,0,4,3,3,1,4,8,7,7,0,2,1,0,0,1,5,0,1,6,1,1,3,2,2,0,0,5,7,1,0,6,3,3,3,1,8,8,6,5,5,1,4,7,1,0,7,4,1,8,7,7,1,7,3,4,2,7,6,8,7,1,1,0,4,6,4,1,0,1,2,5,1,5,0,4,5,5,0,0,5,4,3,2,1,0
1270,10,0,0,2,8,1,2,6,2,10,8,4,5,7,2,1,4,6,1,1,4,10,1,10,3,4,5,2,10,6,8,6,6,5,6,6,5,6,4,0,6,1,1,10,0,10,2,3,3,6,5,0,1,10,8,7,10,1,10,9,0,0,5,10,2,7,8,10,8,10,10,0,8,8,4,4,2,6,0,4,2,0,7,6,0,3,0,0,5,8,8,2,10,5,4,5,2,8,10,10,10,0,4,4,3,5,7,0,8,4,0,2,4,6,0,0,5,9,0,4,1,6,8,2,3,4,2,5,0,2,8,8,8,0,2,0,8,7,3,7,0,6,5,0,2,4,3,1,2,1,0
1271,1,9,5,5,4,1,8,4,9,4,9,8,3,6,7,1,4,3,1,9,9,3,9,7,0,0,7,2,4,4,1,0,0,6,6,1,0,1,0,3,6,1,9,9,4,5,9,4,7,2,1,6,8,4,9,1,7,9,1,9,9,5,8,6,9,1,7,1,9,1,9,9,5,1,7,3,3,4,0,5,3,5,5,2,6,5,2,5,6,1,0,0,4,4,2,3,6,5,5,9,4,9,6,3,3,5,6,7,6,1,3,5,5,3,7,6,7,6,6,8,3,9,1,0,6,7,3,3,8,5,4,1,7,1,5,4,7,0,2,2,6,4,1,2,5,4,3,2,1,1,0
1272,1,0,10,4,9,2,0,7,2,10,2,10,9,8,5,9,0,2,8,3,10,10,8,10,1,6,6,7,1,3,2,3,6,6,5,5,0,6,0,6,8,5,3,10,10,1,4,10,3,9,1,3,5,4,2,10,0,9,10,0,10,10,4,4,5,10,0,9,0,2,0,10,10,4,3,7,8,8,1,6,4,2,2,4,1,5,4,7,4,5,0,6,6,7,2,1,8,5,2,9,10,10,10,5,8,8,9,5,1,4,0,8,4,2,8,3,5,8,5,5,4,8,10,3,9,5,9,8,8,4,4,2,3,7,0,4,1,4,6,1,1,5,4,3,1,1,2,2,1,0,0
1273,4,5,0,9,4,4,3,0,6,3,9,3,9,8,2,5,8,3,9,2,0,9,9,2,9,7,7,1,7,5,3,3,0,7,7,0,6,0,7,5,7,2,4,0,9,9,7,4,9,3,8,1,0,5,4,9,9,0,8,9,9,9,9,4,4,5,9,3,8,0,0,0,9,9,4,0,6,2,2,3,7,4,2,3,4,5,6,4,1,4,4,5,7,7,3,3,5,2,5,3,8,9,9,9,6,2,2,8,5,7,4,0,2,4,3,2,0,4,2,5,6,4,2,9,0,8,6,8,2,3,5,4,3,0,8,0,4,3,4,7,5,1,6,4,0,5,4,3,2,1,0
1274,1,3,3,4,9,5,7,2,7,6,2,9,2,9,7,1,6,7,2,8,1,4,8,8,1,9,8,4,7,4,3,2,2,4,7,4,6,6,4,0,4,7,1,5,4,8,8,3,5,9,2,0,0,4,6,5,8,9,4,0,9,8,9,9,5,5,6,9,2,0,4,9,4,9,9,5,4,6,1,1,2,4,5,3,2,5,3,6,5,0,5,6,3,0,7,2,2,3,1,6,2,7,9,2,9,6,1,1,7,6,3,5,4,1,5,2,1,4,6,5,6,6,5,1,8,4,7,6,7,1,2,5,5,2,4,7,4,5,2,5,0,3,5,6,5,4,3,3,2,1,0
1275,0,9,10,2,3,9,1,6,0,6,4,0,9,0,7,6,7,2,5,0,8,3,3,8,8,7,9,5,3,8,7,2,0,0,3,6,3,4,4,3,3,10,3,7,2,3,8,8,2,3,9,0,5,2,3,2,1,0,9,6,5,9,8,9,9,2,4,4,9,0,5,6,6,6,9,9,2,6,4,7,4,0,3,8,2,0,6,10,4,2,2,2,4,10,9,6,0,0,2,7,4,0,6,9,0,9,4,7,7,6,4,5,2,6,7,6,0,7,3,4,7,4,4,3,2,8,3,6,4,6,7,0,1,6,0,6,6,6,2,2,5,0,2,2,4,0,3,2,1,0,0
1276,7,0,6,1,1,2,8,3,3,0,2,6,0,8,7,7,5,5,4,5,0,7,6,2,7,7,6,8,9,9,3,9,1,0,0,2,5,9,2,6,2,9,2,9,2,4,2,7,7,1,3,8,0,3,3,2,4,6,7,8,2,5,8,7,8,8,3,3,4,8,0,5,2,8,2,8,8,3,2,4,6,6,0,9,3,1,0,3,1,4,3,3,3,4,1,4,5,4,0,1,6,4,0,5,8,0,8,4,4,7,3,4,1,4,2,6,3,0,6,2,4,4,6,4,3,3,7,2,5,6,5,4,6,6,3,0,2,5,2,3,0,3,0,1,3,4,3,2,1,1,0
1277,1,8,2,7,7,0,1,9,0,4,2,9,7,2,9,8,8,5,5,3,5,2,8,7,1,8,8,7,9,0,0,4,8,0,2,2,1,5,1,1,7,1,1,6,4,1,3,1,8,8,0,1,9,2,5,4,1,3,7,8,9,1,5,9,8,9,9,4,7,3,9,2,5,1,9,9,9,9,4,1,3,7,7,2,1,4,0,2,4,7,3,4,4,4,3,6,3,5,3,2,0,7,3,2,5,9,2,9,3,3,8,5,3,0,3,1,7,4,2,7,1,3,3,7,5,1,4,8,1,5,7,5,3,7,6,4,2,1,5,1,4,2,4,2,0,4,3,2,1,0,0
1278,6,1,7,2,6,6,3,1,7,3,4,2,7,6,2,7,2,5,1,5,3,4,2,7,6,1,7,7,5,7,8,8,8,5,1,2,2,1,8,8,1,0,1,8,7,8,5,3,1,7,7,8,3,7,2,4,3,1,3,6,2,7,1,4,7,7,7,7,3,3,3,7,2,4,1,1,1,7,7,3,1,5,6,6,2,8,3,0,2,3,6,0,3,5,3,3,7,0,8,2,2,0,6,3,2,4,7,2,7,3,5,5,4,0,8,3,1,6,3,2,6,1,3,5,6,4,3,6,7,1,4,6,4,5,2,3,3,2,1,4,1,3,2,3,0,0,3,0,2,1,0
1279,8,6,0,8,1,6,10,3,0,9,4,3,1,0,6,1,9,8,8,0,6,2,5,1,8,6,0,8,8,6,9,7,7,3,7,0,1,1,0,7,7,0,6,0,7,10,7,0,2,0,8,8,7,0,9,1,3,3,0,2,6,8,9,0,5,9,8,9,9,3,3,2,9,1,5,0,9,9,9,9,3,0,2,6,6,1,7,3,4,1,3,6,2,3,3,3,2,10,2,7,2,1,4,6,2,1,0,9,1,9,2,2,8,3,2,7,2,0,6,3,1,6,0,2,2,6,2,4,3,8,0,7,6,5,2,6,4,0,1,0,5,0,3,1,3,1,4,3,2,1,0
1280,2,6,3,10,6,7,3,7,2,4,8,9,5,6,4,3,0,10,6,8,5,5,2,10,7,6,3,4,6,6,3,8,9,9,9,9,4,0,8,4,9,9,4,3,4,9,7,9,4,2,4,6,6,9,4,8,1,5,2,4,2,3,6,8,4,5,8,10,8,6,2,2,2,8,4,0,4,8,4,10,8,2,4,1,3,3,3,9,2,8,4,5,3,1,2,2,2,2,10,1,5,1,8,2,3,2,4,5,8,10,8,1,1,6,5,1,9,2,4,3,2,6,3,4,1,0,3,5,0,2,6,4,5,3,0,8,3,7,4,6,4,5,4,2,2,2,1,3,2,1,0
1281,5,3,5,6,4,9,2,6,5,1,4,7,3,8,2,4,0,2,7,2,0,8,8,3,8,2,9,6,4,9,9,6,7,1,5,5,0,1,2,2,4,5,5,4,6,4,5,3,5,4,3,4,9,9,1,4,7,2,7,1,4,3,6,9,7,4,8,7,9,7,7,3,3,3,7,2,5,4,7,7,7,7,3,4,0,6,6,2,5,3,1,2,8,10,0,3,0,3,3,10,5,8,2,2,1,6,3,2,8,7,2,7,0,0,0,8,0,1,3,4,6,3,2,6,4,0,0,6,0,4,1,9,4,8,6,7,0,6,3,3,2,4,5,4,3,2,3,2,1,1,0
1282,1,5,2,10,6,11,11,3,6,10,0,4,8,2,9,3,4,5,3,11,3,7,9,9,0,9,3,0,6,4,11,11,6,8,0,1,11,7,0,3,3,4,1,1,4,6,4,1,2,1,4,2,4,11,11,0,4,8,3,9,0,4,2,6,3,8,4,9,8,11,8,8,2,2,2,8,3,10,4,8,4,11,8,2,4,7,6,6,3,1,2,0,3,9,5,7,2,5,2,2,11,1,1,3,3,0,6,2,3,9,8,3,8,5,7,7,9,7,10,2,4,6,2,3,6,4,2,8,6,5,2,0,8,4,9,6,8,7,6,2,2,3,4,5,4,2,3,2,1,0,0
1283,5,8,4,2,1,5,3,9,1,5,0,0,3,7,0,8,1,8,4,1,7,1,6,8,8,2,8,1,9,5,3,9,9,6,7,10,10,8,6,3,1,1,3,8,10,3,5,3,10,2,10,6,2,3,9,9,0,3,7,1,7,2,3,2,5,1,7,3,8,7,9,7,7,2,2,2,7,1,0,3,7,7,7,7,2,3,6,5,5,1,10,2,0,1,8,4,1,2,4,2,2,9,10,8,1,1,0,5,2,1,8,7,1,7,4,6,6,8,2,0,2,3,5,2,1,5,3,6,6,5,4,3,5,9,3,8,5,7,6,5,4,3,1,3,4,3,2,1,2,1,0
1284,3,5,6,3,1,0,5,8,9,0,5,0,1,8,7,10,4,0,2,3,0,8,0,3,2,5,1,4,0,9,5,8,9,9,5,7,9,6,9,6,3,0,0,8,6,8,2,5,3,8,2,6,5,1,8,9,9,6,8,7,0,4,1,8,1,5,0,7,4,4,7,9,7,7,1,1,1,7,0,4,2,7,2,7,7,1,4,3,5,5,0,8,1,10,0,4,3,0,1,3,1,1,9,1,6,0,0,1,5,1,0,4,7,0,7,3,5,3,4,1,6,1,2,5,1,0,5,8,1,7,5,3,8,5,7,8,4,5,7,6,5,2,4,0,3,3,2,1,0,1,0
1285,4,3,7,6,3,0,4,7,5,4,2,7,10,10,2,0,10,9,1,2,3,1,5,4,4,9,9,0,9,2,1,7,5,4,4,10,8,6,6,6,6,3,1,1,5,6,6,2,7,3,6,2,6,2,0,5,4,4,1,5,8,1,9,0,5,0,7,4,8,5,9,8,2,8,8,7,7,0,8,2,9,2,8,2,8,8,0,5,3,7,7,1,6,0,10,2,9,3,1,0,3,0,0,2,6,6,1,1,10,7,0,2,9,8,1,8,3,10,4,9,0,6,0,2,7,0,2,7,5,0,8,7,3,5,7,4,5,9,7,8,8,7,6,5,1,4,3,2,0,1,0
1286,4,0,0,6,7,3,1,0,6,8,4,2,10,5,9,2,10,1,7,0,2,6,0,10,4,4,7,7,9,7,2,5,8,8,4,4,4,10,9,3,7,4,9,0,5,8,7,8,6,6,8,8,2,8,4,1,8,4,4,9,8,10,5,7,1,8,1,6,4,10,7,7,10,2,10,10,1,6,6,10,2,7,2,10,2,10,10,1,7,5,6,6,0,8,1,9,1,1,6,5,1,3,1,1,2,1,7,5,5,9,6,6,1,7,10,0,10,3,5,4,7,5,9,1,2,6,1,0,6,8,5,5,6,3,8,4,2,8,7,6,7,4,6,2,1,5,4,3,2,1,0
1287,2,7,2,2,0,6,2,0,2,5,1,7,3,9,10,5,1,9,4,6,3,6,10,3,9,7,5,6,5,0,6,3,7,10,1,7,7,5,9,8,8,6,8,1,3,3,1,6,8,0,2,1,8,4,8,5,0,1,7,7,3,1,9,3,9,2,1,0,10,7,9,1,8,9,7,9,9,1,0,0,9,3,2,1,9,9,9,9,0,1,2,5,5,3,8,0,5,3,6,10,0,0,5,0,0,4,0,6,3,3,0,5,0,3,6,9,3,9,0,5,5,6,0,8,0,1,5,0,3,5,1,0,5,0,2,1,5,7,1,6,3,6,5,3,4,1,3,1,2,1,0
1288,3,1,1,1,1,4,5,1,3,1,4,8,9,0,4,2,10,0,6,3,7,2,0,4,2,6,9,1,7,7,10,7,0,9,4,8,9,9,4,6,5,5,5,5,10,2,2,8,5,5,0,4,8,5,0,5,0,3,8,9,9,5,8,6,2,7,1,8,3,4,9,6,8,7,6,0,6,6,4,4,3,6,0,1,0,6,0,6,6,3,8,1,4,4,2,5,3,10,0,7,4,2,3,4,3,3,0,3,5,2,2,10,4,3,0,7,6,2,6,3,3,1,7,3,5,3,0,4,3,0,4,8,3,3,4,1,8,4,9,8,7,4,6,5,4,3,3,2,1,1,0
1289,3,4,0,5,0,0,6,3,0,4,0,6,1,7,2,6,0,9,1,8,9,3,2,3,6,2,8,7,5,3,3,4,3,2,7,6,1,7,7,5,8,9,3,3,5,9,2,2,1,3,1,1,6,5,1,4,3,5,4,1,7,7,9,1,8,2,3,9,1,4,6,7,8,1,3,8,7,8,8,6,6,4,8,2,0,1,8,8,8,8,4,3,5,6,6,2,1,6,9,2,3,6,4,6,5,4,4,2,4,3,2,2,4,6,4,2,3,8,2,8,4,5,5,3,4,0,4,1,6,3,2,6,1,5,5,6,0,1,6,7,1,3,6,3,5,2,4,3,2,1,0
1290,6,0,2,8,8,8,8,2,4,8,6,8,5,0,8,1,5,1,6,0,9,7,4,1,4,2,1,9,8,8,4,4,6,4,1,9,5,0,8,8,5,9,7,7,4,8,6,1,9,0,4,7,2,2,0,7,6,7,0,6,0,9,9,7,0,9,1,4,8,0,6,2,8,9,0,4,9,9,9,5,5,2,6,9,1,4,0,9,9,9,9,2,0,8,5,5,1,7,2,9,0,0,6,2,2,5,6,2,6,6,4,1,1,6,5,2,1,4,9,9,9,2,5,8,4,6,7,6,0,5,0,1,5,0,2,2,5,2,0,5,2,0,4,2,4,3,1,2,0,1,0
1291,5,6,9,6,0,4,0,0,3,7,0,6,0,3,1,4,2,3,0,6,1,8,7,2,0,2,3,0,8,0,4,2,2,6,9,2,8,3,1,4,0,4,8,7,7,7,4,1,0,8,1,7,7,1,3,4,7,2,7,4,6,1,8,8,7,1,8,4,9,6,1,6,3,0,8,1,2,8,8,8,5,3,3,6,8,1,0,1,8,8,8,8,6,1,4,3,3,0,7,6,9,1,1,3,5,6,4,6,6,2,6,2,4,1,6,3,6,1,2,8,8,8,5,4,4,2,6,7,6,1,3,1,0,3,1,5,5,3,5,1,3,5,1,2,3,5,4,3,2,1,0
1292,5,3,0,0,0,9,3,7,7,2,10,7,0,7,2,9,9,2,2,10,0,6,0,1,0,10,6,2,10,9,9,3,5,5,10,5,10,10,2,6,9,9,3,5,11,11,11,3,6,10,10,6,11,11,6,2,3,11,6,11,3,0,6,9,9,10,0,4,10,4,0,6,0,2,10,4,6,5,4,9,4,4,0,2,0,4,7,8,6,4,6,9,4,0,6,3,2,2,10,11,0,3,6,5,2,10,0,3,0,0,9,11,5,10,10,8,2,0,7,5,4,9,4,0,3,3,5,8,7,0,6,2,0,7,2,6,0,4,2,5,0,2,4,6,5,2,4,3,2,1,0
1293,5,8,3,7,6,7,9,2,2,1,4,5,2,7,1,4,6,2,1,4,1,7,6,7,0,5,1,5,4,1,9,2,2,5,5,7,5,1,8,4,6,2,2,3,8,0,8,5,2,0,1,8,6,5,6,6,4,6,6,9,5,6,7,6,2,2,8,6,8,1,8,7,6,7,4,2,8,6,5,8,9,8,3,4,4,7,8,1,2,6,8,8,8,8,7,6,2,4,4,1,6,7,8,6,5,4,1,7,2,7,7,9,7,5,1,1,7,4,7,1,5,8,1,8,3,1,2,5,7,0,7,6,4,7,1,4,6,3,3,4,3,6,4,3,6,5,4,3,2,1,0
1294,0,3,8,2,7,6,6,5,1,3,5,0,6,1,6,5,0,4,9,5,0,5,7,4,7,2,6,5,4,0,5,8,9,1,3,3,7,6,5,9,0,4,9,9,1,8,4,4,3,1,7,5,8,4,3,4,4,0,1,4,7,4,1,7,4,9,9,8,6,8,5,8,6,4,7,0,9,8,6,3,8,9,8,2,6,0,7,8,5,3,4,8,8,8,8,6,6,1,0,0,3,4,6,8,6,6,0,5,6,1,6,7,5,7,3,5,5,7,0,7,6,3,8,5,8,2,1,1,6,7,4,7,4,0,6,5,0,4,2,2,0,2,4,0,2,4,3,0,2,1,0
